"symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FMOD",2788.18001538631,1.87221336156324,0.447841435302246,4.18052733396518,2.90833847091767e-05,0.00197773109893378
"B3GNT8",98.4234944070668,1.50322146370855,0.359723502450265,4.17882471806631,2.93019404712225e-05,0.00197943959566237
"ALKAL2",28.1458946450507,2.49011350167304,0.596144467075242,4.17703029919887,2.95339697344005e-05,0.00198670596934962
"ASL",1339.49063631055,1.11263571759088,0.267157795156574,4.16471365523433,3.11743573272549e-05,0.00205491870963393
"TTC38",1430.57838249368,1.02589591852887,0.246547591347516,4.16104620175681,3.16792981567825e-05,0.00208100217202313
"SPINK1",151.108720479091,4.37517662748097,1.05214432078145,4.15834267320993,3.20564896706174e-05,0.0020985433959631
"ITIH1",585.593408843249,4.42546425553253,1.06508791579379,4.15502250087433,3.25255532426065e-05,0.00211471600434011
"SCN10A",4.12501585292406,4.46001433489593,1.07524975061754,4.14788688147517,3.35558113911367e-05,0.0021674050287739
"PLGLA",87.0771015199488,2.32547629268061,0.561033619831185,4.14498563095085,3.39835019455525e-05,0.00218711389210397
"AOC4P",66.5877718213502,1.96983271515713,0.475528118003781,4.1424105969302,3.43674354565214e-05,0.00220437591059506
"PKIB",265.19983890036,1.69513956213312,0.409327957125917,4.14127482040437,3.4538084000429e-05,0.00220788758459118
"LINC00242",12.9188290581864,2.08926604127036,0.505455219485617,4.13343449771184,3.57382182361497e-05,0.00227696674715268
"APOB",3923.94783166803,5.61262031209526,1.35928218377158,4.1291060672347,3.6417638359485e-05,0.00230425257609919
"KLB",81.0082799834132,2.58784216431733,0.626838754672989,4.12840167431473,3.65293584242496e-05,0.00230425257609919
"HNF1A",76.7820664977324,1.34628007470212,0.3263911849395,4.12474397846151,3.71147376553678e-05,0.00233345132783748
"FOXF1",101.698589710168,2.15564232572043,0.522741090345586,4.12372848726188,3.72788301198782e-05,0.00233605826902526
"DMGDH",113.127386264977,2.53848228704402,0.616875886670789,4.11506162243417,3.87075990867073e-05,0.00240188847753021
"PROB1",41.1525135746394,1.22467060476567,0.298535653504107,4.1022591117373,4.09135720711668e-05,0.00250612073297662
"COLEC10",40.5798288114758,3.88138098150631,0.946473389476454,4.10088759458236,4.1156845491969e-05,0.00251294200840387
"TMEM176A",3071.10868317499,1.67166422386081,0.408314620706505,4.09405918643896,4.23886030847032e-05,0.00256350123417014
"SLC26A9",18.6593768834487,3.11901493731649,0.762007659188334,4.09315431374898,4.25544310025954e-05,0.00256538579303621
"ALDH3B1",1026.41941172544,1.00754840807702,0.24665015338437,4.08492917702305,4.40902625531981e-05,0.00262890029814107
"ADAMTSL3",256.597235001636,1.56851924068115,0.384065746913324,4.08398627913865,4.42696458841565e-05,0.00262890029814107
"COL6A2",13201.1396948344,1.54328308666035,0.377900215000372,4.08383754600094,4.42980050237944e-05,0.00262890029814107
"SLC45A3",278.895999483805,1.37033762410117,0.336119011750257,4.07694172657914,4.56319230399193e-05,0.00268298806762489
"GPR160",695.318144118528,1.4440343998966,0.354626495019611,4.07198678095596,4.66138254070897e-05,0.00272683339090491
"SLC13A5",317.855097492846,5.69248996366305,1.39889360257463,4.06928014624282,4.71586160723556e-05,0.00274731387210512
"MUC4",9.29591629327905,2.51787849205687,0.619129262293871,4.0668058277978,4.7661923555579e-05,0.00276257336049503
"SERPINC1",820.578187784744,4.67192431466132,1.14915989250206,4.06551285434194,4.79269524788215e-05,0.00276257336049503
"ORM1",5779.32454043322,4.82782108706172,1.18764642778547,4.06503229758696,4.80258109116402e-05,0.00276257336049503
"TCF21",66.7597058309377,3.75963488001542,0.925985578889444,4.06014409481888,4.90424403066497e-05,0.00278883130699008
"SMIM24",51.0998790581889,3.05241433171291,0.752206545798645,4.05794704760519,4.95059888569034e-05,0.00279848393983386
"ACMSD",31.8316600124139,3.04135050331147,0.750104467984155,4.05456924084835,5.02267718386744e-05,0.00282247788650958
"HSD3B7",1070.99882814158,1.03046293899001,0.254201593355238,4.05372336730388,5.04088221587723e-05,0.00282437665330768
"TMEM220",608.790987833529,1.27458265945151,0.31464937708768,4.05080305973826,5.10421543356937e-05,0.00285147519089433
"GAS6",1666.22925808933,1.03342233062762,0.255296894971014,4.04792361750012,5.16740026830097e-05,0.0028700631621351
"AKR1D1",69.0787432400168,4.69710936243784,1.1603778561939,4.04791364930439,5.16762028667895e-05,0.0028700631621351
"ACOX2",306.091299809679,2.0551554942996,0.507909981806,4.04629869055138,5.20338318601529e-05,0.0028815247003951
"GLYATL1",77.8204961287274,3.56872347464419,0.883221896621525,4.04057404859999,5.33205257523532e-05,0.00293571102769459
"C1S",26120.3663826075,1.73243478585867,0.429022790557764,4.03809500098202,5.38870307413661e-05,0.00295835139948998
"HPR",3006.80975742027,4.72894303922928,1.17270123980709,4.03252156534532,5.51815493723595e-05,0.00302071412512485
"CYB561A3",4300.78175194837,1.14823273658216,0.284881153390897,4.03056756445597,5.56423312826008e-05,0.00303721034651446
"ORM2",1672.17377153746,4.96339512693325,1.23418937017385,4.02158311105379,5.7808303779837e-05,0.00314412549521342
"ABCC6P1",24.4121181250063,2.87168793201145,0.714695645980347,4.01805712426352,5.86799734263887e-05,0.00315777823099634
"NWD1",9.11039506492464,3.24600656615362,0.808003843993409,4.01731574705243,5.88648284160502e-05,0.0031588027642979
"MGC12916",32.8363062558755,1.62201095827174,0.404208451007431,4.01280812963982,6.0000681821287e-05,0.00319303442708766
